Antecedente;Consequente;Suporte;Confianca;Matriz Antecedentes;Matriz Consequentes;Pto Medio Anteced.;Pto Medio Conseq.;Suporte Anteced.;Suporte Conseq.;Dist. Anteced. -> Conseq.;Dist. Anteced. x Origem;Dist. Conseq. x Origem
[9, 5, 14];[2, 12, 17];1;100.0%;"[[0.   7.99 9.06]
 [7.99 0.   8.1 ]
 [9.06 8.1  0.  ]]";"[[0.   6.36 2.03]
 [6.36 0.   4.93]
 [2.03 4.93 0.  ]]";"[-0.076 -0.082  0.498  0.54  -0.058  0.127 -0.331  0.022 -0.076  0.027
 -0.038]";"[-0.467 -0.426  0.102  0.566 -0.084 -0.013  0.074 -0.152  0.117  0.058
  0.05 ]";1;2;3.7468197574509543;[5.30806202];[3.50835993]
[12, 9, 5];[2, 14, 17];1;100.0%;"[[0.   2.21 8.14]
 [2.21 0.   7.99]
 [8.14 7.99 0.  ]]";"[[0.   5.4  2.03]
 [5.4  0.   4.25]
 [2.03 4.25 0.  ]]";"[ 0.193 -0.314  0.693  0.449  0.09   0.058 -0.218 -0.119  0.039  0.116
  0.012]";"[-0.736 -0.194 -0.092  0.657 -0.232  0.056 -0.039 -0.011  0.003 -0.031
 -0.001]";1;2;11.569740748724227;[7.56078405];[5.15896294]
[2, 17, 14];[5, 9, 12];1;50.0%;"[[0.   2.03 5.4 ]
 [2.03 0.   4.25]
 [5.4  4.25 0.  ]]";"[[0.   7.99 8.14]
 [7.99 0.   2.21]
 [8.14 2.21 0.  ]]";"[-0.736 -0.194 -0.092  0.657 -0.232  0.056 -0.039 -0.011  0.003 -0.031
 -0.001]";"[ 0.193 -0.314  0.693  0.449  0.09   0.058 -0.218 -0.119  0.039  0.116
  0.012]";2;1;11.569740748724227;[5.15896294];[7.56078405]
[12, 2, 17];[5, 9, 14];1;50.0%;"[[0.   6.36 4.93]
 [6.36 0.   2.03]
 [4.93 2.03 0.  ]]";"[[0.   7.99 8.1 ]
 [7.99 0.   9.06]
 [8.1  9.06 0.  ]]";"[-0.467 -0.426  0.102  0.566 -0.084 -0.013  0.074 -0.152  0.117  0.058
  0.05 ]";"[-0.076 -0.082  0.498  0.54  -0.058  0.127 -0.331  0.022 -0.076  0.027
 -0.038]";2;1;3.7468197574509543;[3.50835993];[5.30806202]
[12, 2, 14];[5, 9, 17];1;50.0%;"[[0.   6.36 3.86]
 [6.36 0.   5.4 ]
 [3.86 5.4  0.  ]]";"[[0.   7.99 4.55]
 [7.99 0.   6.6 ]
 [4.55 6.6  0.  ]]";"[-0.274 -0.305 -0.072  0.742  0.215 -0.029 -0.109 -0.111 -0.058  0.006
  0.039]";"[-0.269 -0.203  0.672  0.365 -0.357  0.143 -0.148 -0.02   0.099  0.078
 -0.027]";2;1;6.52616644004423;[3.33053636];[7.19547858]
[2, 9, 17];[5, 12, 14];1;100.0%;"[[0.   9.41 2.03]
 [9.41 0.   6.6 ]
 [2.03 6.6  0.  ]]";"[[0.   8.14 8.1 ]
 [8.14 0.   3.86]
 [8.1  3.86 0.  ]]";"[-0.457 -0.425  0.407  0.363 -0.329  0.081 -0.051 -0.095  0.051  0.081
 -0.054]";"[-0.086 -0.083  0.194  0.744  0.187  0.033 -0.206 -0.035 -0.009  0.003
  0.066]";1;1;5.808728737857086;[7.20958577];[5.45635384]
[2, 9, 14];[5, 12, 17];1;100.0%;"[[0.   9.41 5.4 ]
 [9.41 0.   9.06]
 [5.4  9.06 0.  ]]";"[[0.   8.14 4.55]
 [8.14 0.   4.93]
 [4.55 4.93 0.  ]]";"[-0.264 -0.304  0.232  0.538 -0.029  0.065 -0.234 -0.053 -0.125  0.03
 -0.065]";"[-0.279 -0.204  0.368  0.568 -0.112  0.049 -0.022 -0.077  0.166  0.055
  0.076]";1;1;0.741172477556814;[4.80899899];[5.30689306]
[12, 2, 9];[5, 14, 17];1;100.0%;"[[0.   6.36 2.21]
 [6.36 0.   9.41]
 [2.21 9.41 0.  ]]";"[[0.   8.1  4.55]
 [8.1  0.   4.25]
 [4.55 4.25 0.  ]]";"[ 0.005 -0.536  0.427  0.447  0.119 -0.004 -0.121 -0.194 -0.01   0.119
 -0.014]";"[-0.547  0.028  0.173  0.659 -0.26   0.118 -0.136  0.064  0.051 -0.034
  0.026]";1;1;8.367113644034488;[6.19465643];[7.72927116]
[2, 17, 5];[9, 12, 14];1;50.0%;"[[0.   2.03 3.32]
 [2.03 0.   4.55]
 [3.32 4.55 0.  ]]";"[[0.   2.21 9.06]
 [2.21 0.   3.86]
 [9.06 3.86 0.  ]]";"[-0.914 -0.051  0.292  0.352 -0.22   0.14  -0.022 -0.003  0.058  0.092
  0.031]";"[ 0.372 -0.457  0.308  0.755  0.078 -0.026 -0.235 -0.128 -0.017 -0.007
 -0.019]";2;1;15.967631674527007;[5.72098438];[9.34072214]
[2, 5, 14];[9, 12, 17];1;100.0%;"[[0.   3.32 5.4 ]
 [3.32 0.   8.1 ]
 [5.4  8.1  0.  ]]";"[[0.   2.21 6.6 ]
 [2.21 0.   4.93]
 [6.6  4.93 0.  ]]";"[-0.721  0.07   0.118  0.527  0.08   0.125 -0.206  0.039 -0.117  0.04
  0.02 ]";"[ 0.179 -0.578  0.482  0.579 -0.221 -0.011 -0.051 -0.169  0.159  0.044
 -0.009]";1;2;11.341779483893495;[8.56314142];[4.34859978]
[12, 2, 5];[9, 14, 17];1;100.0%;"[[0.   6.36 8.14]
 [6.36 0.   3.32]
 [8.14 3.32 0.  ]]";"[[0.   9.06 6.6 ]
 [9.06 0.   4.25]
 [6.6  4.25 0.  ]]";"[-0.452 -0.162  0.313  0.436  0.228  0.056 -0.092 -0.102 -0.003  0.13
  0.071]";"[-0.09  -0.346  0.288  0.67  -0.369  0.058 -0.165 -0.028  0.044 -0.045
 -0.059]";1;1;4.280778310475123;[5.35155386];[6.53450065]
[2, 9, 5];[12, 14, 17];1;100.0%;"[[0.   9.41 3.32]
 [9.41 0.   7.99]
 [3.32 7.99 0.  ]]";"[[0.   3.86 4.93]
 [3.86 0.   4.25]
 [4.93 4.25 0.  ]]";"[-0.443 -0.161  0.617  0.233 -0.017  0.15  -0.218 -0.045 -0.069  0.153
 -0.033]";"[-0.1   -0.347 -0.017  0.874 -0.125 -0.036 -0.039 -0.085  0.111 -0.068
  0.045]";1;2;6.79963284655215;[6.59768547];[3.86642648]
[17, 14];[2, 5, 9, 12];1;50.0%;"[[0.   4.25]
 [4.25 0.  ]]";"[[0.   3.32 9.41 6.36]
 [3.32 0.   7.99 8.14]
 [9.41 7.99 0.   2.21]
 [6.36 8.14 2.21 0.  ]]";"[-0.465 -0.176 -0.124  0.877 -0.422  0.041 -0.061  0.035  0.084 -0.132
 -0.   ]";"[-0.174 -0.293  0.512  0.391  0.105  0.065 -0.162 -0.115 -0.011  0.129
  0.009]";2;1;5.254782057474624;[5.12566807];[4.97105742]
[12, 17];[2, 5, 9, 14];1;33.3%;"[[0.   4.93]
 [4.93 0.  ]]";"[[0.   3.32 9.41 5.4 ]
 [3.32 0.   7.99 8.1 ]
 [9.41 7.99 0.   9.06]
 [5.4  8.1  9.06 0.  ]]";"[-0.062 -0.523  0.168  0.741 -0.2   -0.062  0.109 -0.176  0.256  0.002
  0.075]";"[-0.376 -0.119  0.366  0.46  -0.006  0.117 -0.247 -0.01  -0.097  0.062
 -0.029]";3;1;3.0163953066245255;[2.64482757];[4.9899552]
[12, 14];[2, 5, 9, 17];1;33.3%;"[[0.   3.86]
 [3.86 0.  ]]";"[[0.   3.32 9.41 2.03]
 [3.32 0.   7.99 4.55]
 [9.41 7.99 0.   6.6 ]
 [2.03 4.55 6.6  0.  ]]";"[ 0.228 -0.342 -0.094  1.004  0.249 -0.086 -0.166 -0.114 -0.007 -0.075
  0.059]";"[-0.521 -0.21   0.497  0.328 -0.231  0.128 -0.11  -0.041  0.035  0.101
 -0.021]";3;1;8.89738083537947;[3.55004675];[6.93393134]
[9, 17];[2, 5, 12, 14];1;50.0%;"[[0.  6.6]
 [6.6 0. ]]";"[[0.   3.32 6.36 5.4 ]
 [3.32 0.   8.14 8.1 ]
 [6.36 8.14 0.   3.86]
 [5.4  8.1  3.86 0.  ]]";"[-0.047 -0.522  0.624  0.435 -0.567  0.079 -0.079 -0.091  0.156  0.037
 -0.08 ]";"[-0.383 -0.12   0.138  0.612  0.177  0.046 -0.153 -0.052 -0.047  0.045
  0.049]";2;1;5.4354057081983935;[4.71791958];[5.33460633]
[9, 14];[2, 5, 12, 17];1;100.0%;"[[0.   9.06]
 [9.06 0.  ]]";"[[0.   3.32 6.36 2.03]
 [3.32 0.   8.14 4.55]
 [6.36 8.14 0.   4.93]
 [2.03 4.55 4.93 0.  ]]";"[ 0.242 -0.34   0.363  0.699 -0.118  0.055 -0.354 -0.029 -0.107 -0.04
 -0.096]";"[-0.528 -0.211  0.269  0.481 -0.047  0.058 -0.016 -0.083  0.085  0.083
  0.057]";1;1;7.84876897702003;[7.58557665];[6.14400373]
[12, 9];[2, 5, 14, 17];1;16.7%;"[[0.   2.21]
 [2.21 0.  ]]";"[[0.   3.32 5.4  2.03]
 [3.32 0.   8.1  4.55]
 [5.4  8.1  0.   4.25]
 [2.03 4.55 4.25 0.  ]]";"[ 0.645 -0.688  0.655  0.562  0.104 -0.048 -0.184 -0.24   0.065  0.094
 -0.021]";"[-0.73  -0.037  0.123  0.549 -0.158  0.11  -0.101  0.022 -0.001  0.017
  0.019]";6;1;12.85480680609617;[2.63064767];[8.7899652]
[17, 5];[2, 9, 12, 14];1;50.0%;"[[0.   4.55]
 [4.55 0.  ]]";"[[0.   9.41 6.36 5.4 ]
 [9.41 0.   2.21 9.06]
 [6.36 2.21 0.   3.86]
 [5.4  9.06 3.86 0.  ]]";"[-0.734  0.039  0.453  0.419 -0.404  0.168 -0.036  0.048  0.167  0.053
  0.047]";"[-0.04  -0.4    0.224  0.621  0.096  0.002 -0.175 -0.122 -0.052  0.037
 -0.015]";2;1;6.287722745405141;[5.18532821];[5.36875216]
[5, 14];[2, 9, 12, 17];1;100.0%;"[[0.  8.1]
 [8.1 0. ]]";"[[0.   9.41 6.36 2.03]
 [9.41 0.   2.21 6.6 ]
 [6.36 2.21 0.   4.93]
 [2.03 6.6  4.93 0.  ]]";"[-0.444  0.22   0.191  0.682  0.045  0.144 -0.311  0.11  -0.096 -0.024
  0.031]";"[-0.185 -0.491  0.355  0.489 -0.129  0.013 -0.037 -0.153  0.079  0.076
 -0.007]";1;1;6.821417890252495;[7.39536726];[5.89193553]
[12, 5];[2, 9, 14, 17];1;100.0%;"[[0.   8.14]
 [8.14 0.  ]]";"[[0.   9.41 5.4  2.03]
 [9.41 0.   9.06 6.6 ]
 [5.4  9.06 0.   4.25]
 [2.03 6.6  4.25 0.  ]]";"[-0.041 -0.127  0.484  0.546  0.267  0.041 -0.141 -0.102  0.076  0.11
  0.107]";"[-0.387 -0.317  0.209  0.557 -0.24   0.065 -0.122 -0.047 -0.007  0.009
 -0.045]";1;1;3.798726199505886;[5.2737635];[5.94879188]
[9, 5];[2, 12, 14, 17];1;100.0%;"[[0.   7.99]
 [7.99 0.  ]]";"[[0.   6.36 5.4  2.03]
 [6.36 0.   3.86 4.93]
 [5.4  3.86 0.   4.25]
 [2.03 4.93 4.25 0.  ]]";"[-0.026 -0.126  0.94   0.24  -0.1    0.182 -0.329 -0.016 -0.024  0.145
 -0.049]";"[-0.394 -0.318 -0.02   0.71  -0.056 -0.005 -0.028 -0.09   0.043 -0.009
  0.033]";1;2;10.051503303227587;[9.14037338];[3.44615521]
[2, 17];[5, 9, 12, 14];1;25.0%;"[[0.   2.03]
 [2.03 0.  ]]";"[[0.   7.99 8.14 8.1 ]
 [7.99 0.   2.21 9.06]
 [8.14 2.21 0.   3.86]
 [8.1  9.06 3.86 0.  ]]";"[-1.016 -0.294  0.054  0.416 -0.361  0.075  0.11  -0.065  0.094  0.057
  0.007]";"[ 0.101 -0.234  0.423  0.622  0.074  0.048 -0.247 -0.065 -0.016  0.035
  0.005]";4;1;7.720826861265437;[3.62715415];[5.71773879]
[2, 14];[5, 9, 12, 17];1;50.0%;"[[0.  5.4]
 [5.4 0. ]]";"[[0.   7.99 8.14 4.55]
 [7.99 0.   2.21 6.6 ]
 [8.14 2.21 0.   4.93]
 [4.55 6.6  4.93 0.  ]]";"[-0.726 -0.113 -0.207  0.679  0.088  0.051 -0.166 -0.003 -0.169 -0.02
 -0.009]";"[-0.044 -0.324  0.554  0.491 -0.15   0.06  -0.11  -0.096  0.116  0.073
  0.013]";2;1;7.749784831764127;[5.2021347];[5.96195301]
[12, 2];[5, 9, 14, 17];1;33.3%;"[[0.   6.36]
 [6.36 0.  ]]";"[[0.   7.99 8.1  4.55]
 [7.99 0.   9.06 6.6 ]
 [8.1  9.06 0.   4.25]
 [4.55 6.6  4.25 0.  ]]";"[-0.323 -0.46   0.085  0.542  0.31  -0.052  0.005 -0.214  0.003  0.114
  0.067]";"[-0.246 -0.151  0.408  0.559 -0.261  0.111 -0.195  0.01   0.03   0.006
 -0.025]";3;1;3.1852020733347715;[2.10608446];[5.53680916]
[2, 9];[5, 12, 14, 17];1;100.0%;"[[0.   9.41]
 [9.41 0.  ]]";"[[0.   8.14 8.1  4.55]
 [8.14 0.   3.86 4.93]
 [8.1  3.86 0.   4.25]
 [4.55 4.93 4.25 0.  ]]";"[-0.308 -0.459  0.541  0.237 -0.057  0.089 -0.183 -0.129 -0.097  0.149
 -0.089]";"[-0.253 -0.151  0.18   0.711 -0.078  0.041 -0.101 -0.033  0.08  -0.011
  0.053]";1;1;4.151351289839683;[6.36066117];[5.51239344]
[2, 5];[9, 12, 14, 17];1;33.3%;"[[0.   3.32]
 [3.32 0.  ]]";"[[0.   2.21 9.06 6.6 ]
 [2.21 0.   3.86 4.93]
 [9.06 3.86 0.   4.25]
 [6.6  4.93 4.25 0.  ]]";"[-0.994  0.102  0.37   0.221  0.106  0.178 -0.141  0.009 -0.086  0.165
  0.039]";"[ 0.09  -0.432  0.265  0.72  -0.159 -0.004 -0.122 -0.102  0.074 -0.019
 -0.011]";3;1;10.463569416573877;[4.34121796];[6.97837674]
[17];[2, 5, 9, 12, 14];1;20.0%;[[0.]];"[[0.   3.32 9.41 6.36 5.4 ]
 [3.32 0.   7.99 8.14 8.1 ]
 [9.41 7.99 0.   2.21 9.06]
 [6.36 8.14 2.21 0.   3.86]
 [5.4  8.1  9.06 3.86 0.  ]]";"[-0.755 -0.357  0.137  0.614 -0.871  0.064  0.214 -0.027  0.347 -0.055
  0.016]";"[-0.175 -0.233  0.333  0.541  0.089  0.055 -0.197 -0.073 -0.045  0.062
  0.004]";5;1;3.3140059952936918;[3.08576537];[4.49592629]
[14];[2, 5, 9, 12, 17];1;33.3%;[[0.]];"[[0.   3.32 9.41 6.36 2.03]
 [3.32 0.   7.99 8.14 4.55]
 [9.41 7.99 0.   2.21 6.6 ]
 [6.36 8.14 2.21 0.   4.93]
 [2.03 4.55 6.6  4.93 0.  ]]";"[-0.175  0.006 -0.386  1.14   0.027  0.018 -0.336  0.097 -0.179 -0.209
 -0.017]";"[-0.29  -0.306  0.437  0.436 -0.09   0.065 -0.087 -0.098  0.061  0.093
  0.01 ]";3;1;5.88649264675426;[4.37516694];[5.20929646]
[12];[2, 5, 9, 14, 17];1;10.0%;[[0.]];"[[0.   3.32 9.41 5.4  2.03]
 [3.32 0.   7.99 8.1  4.55]
 [9.41 7.99 0.   9.06 6.6 ]
 [5.4  8.1  9.06 0.   4.25]
 [2.03 4.55 6.6  4.25 0.  ]]";"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]";"[-0.452 -0.167  0.321  0.491 -0.179  0.106 -0.155 -0.013 -0.008  0.039
 -0.02 ]";10;1;6.566859117608777;[1.71979025];[5.76376773]
[9];[2, 5, 12, 14, 17];1;16.7%;[[0.]];"[[0.   3.32 6.36 5.4  2.03]
 [3.32 0.   8.14 8.1  4.55]
 [6.36 8.14 0.   3.86 4.93]
 [5.4  8.1  3.86 0.   4.25]
 [2.03 4.55 4.93 4.25 0.  ]]";"[ 0.66  -0.687  1.111  0.257 -0.263  0.093 -0.372 -0.154 -0.035  0.129
 -0.176]";"[-0.458 -0.167  0.138  0.613 -0.032  0.05  -0.08  -0.047  0.032  0.025
  0.042]";6;1;9.073283071496911;[3.62080658];[5.92601424]
[5];[2, 9, 12, 14, 17];1;33.3%;[[0.]];"[[0.   9.41 6.36 5.4  2.03]
 [9.41 0.   2.21 9.06 6.6 ]
 [6.36 2.21 0.   3.86 4.93]
 [5.4  9.06 3.86 0.   4.25]
 [2.03 6.6  4.93 4.25 0.  ]]";"[-0.712  0.435  0.769  0.224  0.064  0.271 -0.286  0.122 -0.013  0.161
  0.078]";"[-0.183 -0.392  0.207  0.619 -0.098  0.014 -0.097 -0.103  0.028  0.019
 -0.009]";3;1;7.200790620995565;[4.6084368];[5.47290612]
[2];[5, 9, 12, 14, 17];1;16.7%;[[0.]];"[[0.   7.99 8.14 8.1  4.55]
 [7.99 0.   2.21 9.06 6.6 ]
 [8.14 2.21 0.   3.86 4.93]
 [8.1  9.06 3.86 0.   4.25]
 [4.55 6.6  4.93 4.25 0.  ]]";"[-1.276e+00 -2.310e-01 -2.800e-02  2.180e-01  1.480e-01  8.500e-02
  5.000e-03 -1.030e-01 -1.590e-01  1.690e-01 -1.000e-03]";"[-0.07  -0.258  0.366  0.62  -0.115  0.051 -0.155 -0.058  0.057  0.017
  0.007]";6;1;6.410545066564956;[3.20364024];[5.24530874]
[12, 6, 13, 9, 16];[3];1;50.0%;"[[0.   2.68 5.08 2.21 3.7 ]
 [2.68 0.   2.19 3.65 3.38]
 [5.08 2.19 0.   4.71 5.22]
 [2.21 3.65 4.71 0.   4.55]
 [3.7  3.38 5.22 4.55 0.  ]]";[[0.]];"[ 0.704 -0.187  0.407 -0.054  0.053  0.168  0.032 -0.143 -0.009  0.016
  0.005]";"[ 0.627 -0.611  0.887 -0.09  -0.2   -0.409  0.251  0.299 -0.157 -0.1
  0.054]";2;4;1.7821209604165025;[3.76166257];[4.12704893]
[12, 13, 9, 16, 3];[6];1;100.0%;"[[0.   5.08 2.21 3.7  3.11]
 [5.08 0.   4.71 5.22 4.66]
 [2.21 4.71 0.   4.55 1.03]
 [3.7  5.22 4.55 0.   4.93]
 [3.11 4.66 1.03 4.93 0.  ]]";[[0.]];"[ 0.574 -0.356  0.579 -0.029  0.043  0.104  0.083 -0.104 -0.073  0.029
  0.016]";"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]";1;9;5.129319678929901;[7.91800111];[2.13576016]
[12, 6, 13, 16, 3];[9];1;100.0%;"[[0.   2.68 5.08 3.7  3.11]
 [2.68 0.   2.19 3.38 3.48]
 [5.08 2.19 0.   5.22 4.66]
 [3.7  3.38 5.22 0.   4.93]
 [3.11 3.48 4.66 4.93 0.  ]]";[[0.]];"[ 0.697 -0.172  0.362 -0.124  0.066  0.068  0.156 -0.052 -0.034 -0.03
  0.051]";"[ 0.66  -0.687  1.111  0.257 -0.263  0.093 -0.372 -0.154 -0.035  0.129
 -0.176]";1;6;3.2305248200394865;[7.09461814];[3.62080658]
[6, 13, 9, 16, 3];[12];1;100.0%;"[[0.   2.19 3.65 3.38 3.48]
 [2.19 0.   4.71 5.22 4.66]
 [3.65 4.71 0.   4.55 1.03]
 [3.38 5.22 4.55 0.   4.93]
 [3.48 4.66 1.03 4.93 0.  ]]";[[0.]];"[ 0.703 -0.172  0.545 -0.246 -0.081  0.124  0.081 -0.018 -0.074 -0.016
 -0.011]";"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]";1;10;7.681912027824638;[9.02040356];[1.71979025]
[12, 6, 9, 16, 3];[13];1;50.0%;"[[0.   2.68 2.21 3.7  3.11]
 [2.68 0.   3.65 3.38 3.48]
 [2.21 3.65 0.   4.55 1.03]
 [3.7  3.38 4.55 0.   4.93]
 [3.11 3.48 1.03 4.93 0.  ]]";[[0.]];"[ 0.74  -0.481  0.435  0.046  0.077  0.053 -0.026 -0.01  -0.019 -0.03
  0.008]";"[ 0.445  0.858  0.745 -0.59  -0.319  0.166  0.54  -0.365 -0.107  0.129
  0.039]";2;9;5.97842823368462;[4.96100472];[2.12558509]
[12, 6, 13, 9, 3];[16];1;33.3%;"[[0.   2.68 5.08 2.21 3.11]
 [2.68 0.   2.19 3.65 3.48]
 [5.08 2.19 0.   4.71 4.66]
 [2.21 3.65 4.71 0.   1.03]
 [3.11 3.48 4.66 1.03 0.  ]]";[[0.]];"[ 0.728 -0.179  0.594  0.045 -0.092 -0.085  0.084 -0.089  0.005  0.009
  0.011]";"[ 0.508 -0.65  -0.049 -0.588  0.525  0.858 -0.009  0.028 -0.229 -0.069
  0.027]";3;5;4.082914073095902;[3.14154998];[3.02112455]
[12, 13, 9, 16];[3, 6];1;50.0%;"[[0.   5.08 2.21 3.7 ]
 [5.08 0.   4.71 5.22]
 [2.21 4.71 0.   4.55]
 [3.7  5.22 4.55 0.  ]]";"[[0.   3.48]
 [3.48 0.  ]]";"[ 0.561 -0.292  0.502 -0.013  0.103  0.232  0.041 -0.204 -0.052  0.062
  0.006]";"[ 0.951 -0.19   0.458 -0.154 -0.174 -0.247  0.123  0.201  0.001 -0.135
  0.028]";2;4;1.1575901366969896;[3.49171376];[3.27431608]
[12, 6, 13, 16];[3, 9];1;50.0%;"[[0.   2.68 5.08 3.7 ]
 [2.68 0.   2.19 3.38]
 [5.08 2.19 0.   5.22]
 [3.7  3.38 5.22 0.  ]]";"[[0.   1.03]
 [1.03 0.  ]]";"[ 0.715 -0.063  0.231 -0.132  0.132  0.187  0.133 -0.14  -0.003 -0.013
  0.05 ]";"[ 0.644 -0.649  0.999  0.083 -0.231 -0.158 -0.06   0.072 -0.096  0.014
 -0.061]";2;4;2.842591275569289;[3.36231672];[4.44828507]
[6, 13, 9, 16];[3, 12];1;50.0%;"[[0.   2.19 3.65 3.38]
 [2.19 0.   4.71 5.22]
 [3.65 4.71 0.   4.55]
 [3.38 5.22 4.55 0.  ]]";"[[0.   3.11]
 [3.11 0.  ]]";"[ 0.722 -0.062  0.459 -0.285 -0.051  0.258  0.039 -0.097 -0.053  0.005
 -0.027]";"[ 0.629 -0.65   0.543  0.388  0.135 -0.299  0.128 -0.013  0.004 -0.021
  0.095]";2;4;3.1351601332305545;[4.37066472];[3.18784508]
[12, 6, 9, 16];[3, 13];1;33.3%;"[[0.   2.68 2.21 3.7 ]
 [2.68 0.   3.65 3.38]
 [2.21 3.65 0.   4.55]
 [3.7  3.38 4.55 0.  ]]";"[[0.   4.66]
 [4.66 0.  ]]";"[ 0.769 -0.449  0.322  0.08   0.146  0.169 -0.095 -0.087  0.015 -0.013
 -0.003]";"[ 0.536  0.124  0.816 -0.34  -0.26  -0.121  0.396 -0.033 -0.132  0.014
  0.046]";3;3;3.2087684224791255;[3.22951284];[3.76378125]
[12, 6, 13, 9];[3, 16];1;25.0%;"[[0.   2.68 5.08 2.21]
 [2.68 0.   2.19 3.65]
 [5.08 2.19 0.   4.71]
 [2.21 3.65 4.71 0.  ]]";"[[0.   4.93]
 [4.93 0.  ]]";"[ 0.753 -0.072  0.521  0.079 -0.065 -0.004  0.042 -0.186  0.045  0.037
 -0.   ]";"[ 0.567 -0.631  0.419 -0.339  0.163  0.224  0.121  0.163 -0.193 -0.084
  0.041]";4;2;2.701860281013174;[2.22941518];[5.1916021]
[12, 13, 16, 3];[6, 9];1;100.0%;"[[0.   5.08 3.7  3.11]
 [5.08 0.   5.22 4.66]
 [3.7  5.22 0.   4.93]
 [3.11 4.66 4.93 0.  ]]";"[[0.   3.65]
 [3.65 0.  ]]";"[ 0.552 -0.273  0.445 -0.1    0.119  0.106  0.197 -0.091 -0.082  0.005
  0.064]";"[ 0.968 -0.228  0.57   0.02  -0.206  0.004 -0.188 -0.026  0.062 -0.02
 -0.088]";1;5;1.5315936952337394;[6.22947057];[2.82222418]
[13, 9, 16, 3];[6, 12];1;100.0%;"[[0.   4.71 5.22 4.66]
 [4.71 0.   4.55 1.03]
 [5.22 4.55 0.   4.93]
 [4.66 1.03 4.93 0.  ]]";"[[0.   2.68]
 [2.68 0.  ]]";"[ 0.56  -0.272  0.674 -0.253 -0.064  0.177  0.103 -0.048 -0.132  0.022
 -0.014]";"[ 0.953 -0.229  0.113  0.325  0.161 -0.137 -0.    -0.111  0.162 -0.055
  0.068]";1;7;5.950558580437318;[8.97024979];[1.69726378]
[12, 9, 16, 3];[6, 13];1;50.0%;"[[0.   2.21 3.7  3.11]
 [2.21 0.   4.55 1.03]
 [3.7  4.55 0.   4.93]
 [3.11 1.03 4.93 0.  ]]";"[[0.   2.19]
 [2.19 0.  ]]";"[ 0.606 -0.659  0.537  0.111  0.133  0.088 -0.031 -0.038 -0.064  0.005
  0.01 ]";"[ 0.86   0.545  0.387 -0.404 -0.234  0.04   0.268 -0.131  0.026 -0.02
  0.02 ]";2;7;5.453811957560832;[5.42589567];[2.03529873]
[12, 13, 9, 3];[6, 16];1;33.3%;"[[0.   5.08 2.21 3.11]
 [5.08 0.   4.71 4.66]
 [2.21 4.71 0.   1.03]
 [3.11 4.66 1.03 0.  ]]";"[[0.   3.38]
 [3.38 0.  ]]";"[ 0.591 -0.282  0.735  0.111 -0.078 -0.085  0.106 -0.137 -0.034  0.054
  0.013]";"[ 0.892 -0.209 -0.01  -0.403  0.188  0.386 -0.007  0.066 -0.035 -0.119
  0.014]";3;4;2.8482419637982654;[3.21575982];[2.89196757]
[6, 13, 16, 3];[9, 12];1;100.0%;"[[0.   2.19 3.38 3.48]
 [2.19 0.   5.22 4.66]
 [3.38 5.22 0.   4.93]
 [3.48 4.66 4.93 0.  ]]";"[[0.   2.21]
 [2.21 0.  ]]";"[ 0.714 -0.043  0.403 -0.372 -0.036  0.132  0.194  0.016 -0.083 -0.052
  0.03 ]";"[ 0.645 -0.688  0.655  0.562  0.104 -0.048 -0.184 -0.24   0.065  0.094
 -0.021]";1;6;6.477986339012417;[8.51757119];[2.63064767]
[12, 6, 16, 3];[9, 13];1;50.0%;"[[0.   2.68 3.7  3.11]
 [2.68 0.   3.38 3.48]
 [3.7  3.38 0.   4.93]
 [3.11 3.48 4.93 0.  ]]";"[[0.   4.71]
 [4.71 0.  ]]";"[ 0.76  -0.43   0.266 -0.007  0.162  0.044  0.06   0.026 -0.015 -0.07
  0.054]";"[ 0.552  0.086  0.928 -0.166 -0.291  0.129  0.084 -0.26  -0.071  0.129
 -0.069]";2;4;3.0619269649618786;[4.44808595];[3.02713177]
[12, 6, 13, 3];[9, 16];1;33.3%;"[[0.   2.68 5.08 3.11]
 [2.68 0.   2.19 3.48]
 [5.08 2.19 0.   4.66]
 [3.11 3.48 4.66 0.  ]]";"[[0.   4.55]
 [4.55 0.  ]]";"[ 0.744 -0.053  0.465 -0.008 -0.049 -0.129  0.198 -0.072  0.015 -0.021
  0.057]";"[ 0.584 -0.669  0.531 -0.166  0.131  0.475 -0.191 -0.063 -0.132  0.03
 -0.075]";3;3;2.2641150763043165;[2.78012692];[4.02754151]
[6, 9, 16, 3];[12, 13];1;50.0%;"[[0.   3.65 3.38 3.48]
 [3.65 0.   4.55 1.03]
 [3.38 4.55 0.   4.93]
 [3.48 1.03 4.93 0.  ]]";"[[0.   5.08]
 [5.08 0.  ]]";"[ 0.768 -0.429  0.494 -0.16  -0.021  0.114 -0.034  0.069 -0.065 -0.052
 -0.024]";"[ 0.538  0.084  0.472  0.139  0.076 -0.012  0.272 -0.346  0.029  0.094
  0.087]";2;5;2.8022791470632993;[5.34400035];[1.22955091]
