Antecedente;Consequente;Suporte;Confianca;Matriz Antecedentes;Matriz Consequentes;Pto Medio Anteced.;Pto Medio Conseq.;Suporte Anteced.;Suporte Conseq.;Dist. Anteced. -> Conseq.;Dist. Anteced. x Origem;Dist. Conseq. x Origem
[2, 8, 17, 10];[5, 13];1;100.0%;"[[0.   2.71 2.03 4.35]
 [2.71 0.   5.91 3.68]
 [2.03 5.91 0.   6.65]
 [4.35 3.68 6.65 0.  ]]";"[[0.   5.47]
 [5.47 0.  ]]";"[-0.881  0.035  0.153 -0.062 -0.104 -0.001  0.077 -0.037  0.061 -0.065
  0.01 ]";"[-0.134  0.646  0.757 -0.183 -0.128  0.218  0.127 -0.122 -0.06   0.145
  0.058]";1;2;10.019621572885038;[8.94339489];[4.93364103]
[13, 2, 8, 10];[5, 17];1;50.0%;"[[0.   7.86 5.5  4.23]
 [7.86 0.   2.71 4.35]
 [5.5  2.71 0.   3.68]
 [4.23 4.35 3.68 0.  ]]";"[[0.   4.55]
 [4.55 0.  ]]";"[-0.581  0.338  0.305 -0.363  0.034  0.024  0.158 -0.122 -0.053 -0.019
  0.015]";"[-0.734  0.039  0.453  0.419 -0.404  0.168 -0.036  0.048  0.167  0.053
  0.047]";2;2;3.9463744532406984;[3.43407034];[5.18532821]
[13, 2, 17, 5];[8, 10];1;100.0%;"[[0.   7.86 7.2  5.47]
 [7.86 0.   2.03 3.32]
 [7.2  2.03 0.   4.55]
 [5.47 3.32 4.55 0.  ]]";"[[0.   3.68]
 [3.68 0.  ]]";"[-0.575  0.176  0.406  0.116 -0.245  0.147  0.118 -0.093  0.017  0.101
  0.033]";"[-0.747  0.363  0.251 -0.539  0.154 -0.077  0.044 -0.009  0.028 -0.187
  0.012]";1;2;3.652085164022692;[6.05335235];[5.29645685]
[2, 17, 5, 10];[8, 13];1;100.0%;"[[0.   2.03 3.32 4.35]
 [2.03 0.   4.55 6.65]
 [3.32 4.55 0.   1.25]
 [4.35 6.65 1.25 0.  ]]";"[[0.  5.5]
 [5.5 0. ]]";"[-0.826  0.087  0.369  0.219 -0.112  0.131  0.037  0.035  0.054  0.04
 -0.006]";"[-0.243  0.542  0.326 -0.744 -0.112 -0.046  0.207 -0.267 -0.048 -0.065
  0.089]";1;3;9.774551851188587;[9.39558948];[3.13327954]
[13, 2, 5, 10];[8, 17];1;50.0%;"[[0.   7.86 5.47 4.23]
 [7.86 0.   3.32 4.35]
 [5.47 3.32 0.   1.25]
 [4.23 4.35 1.25 0.  ]]";"[[0.   5.91]
 [5.91 0.  ]]";"[-0.527  0.39   0.521 -0.082  0.026  0.157  0.118 -0.049 -0.059  0.086
  0.   ]";"[-0.843 -0.065  0.021 -0.143 -0.388 -0.097  0.044 -0.097  0.179 -0.157
  0.078]";2;2;3.4053756410199267;[3.5697256];[4.56054103]
[2, 8, 17, 5];[10, 13];1;100.0%;"[[0.   2.71 2.03 3.32]
 [2.71 0.   5.91 5.22]
 [2.03 5.91 0.   4.55]
 [3.32 5.22 4.55 0.  ]]";"[[0.   4.23]
 [4.23 0.  ]]";"[-0.918  0.018  0.196  0.039 -0.141  0.04  -0.048 -0.044  0.046  0.004
  0.058]";"[-0.059  0.679  0.671 -0.385 -0.054  0.135  0.377 -0.108 -0.032  0.007
 -0.039]";1;2;12.450675885092716;[9.82044541];[5.10533614]
[13, 2, 8, 5];[10, 17];1;50.0%;"[[0.   7.86 5.5  5.47]
 [7.86 0.   2.71 3.32]
 [5.5  2.71 0.   5.22]
 [5.47 3.32 5.22 0.  ]]";"[[0.   6.65]
 [6.65 0.  ]]";"[-0.618  0.322  0.348 -0.262 -0.003  0.066  0.033 -0.129 -0.067  0.05
  0.064]";"[-0.659  0.071  0.367  0.217 -0.33   0.085  0.214  0.061  0.195 -0.084
 -0.05 ]";2;1;3.2557712646326693;[3.459738];[7.37700915]
[2, 8, 5, 10];[13, 17];1;50.0%;"[[0.   2.71 3.32 4.35]
 [2.71 0.   5.22 3.68]
 [3.32 5.22 0.   1.25]
 [4.35 3.68 1.25 0.  ]]";"[[0.  7.2]
 [7.2 0. ]]";"[-0.87   0.233  0.311 -0.159  0.13   0.051 -0.048  0.    -0.029 -0.011
  0.025]";"[-0.155  0.25   0.441  0.012 -0.595  0.115  0.377 -0.196  0.12   0.037
  0.027]";2;2;4.927008764106329;[5.02703361];[2.6477156]
[13, 17, 10];[2, 5, 8];1;100.0%;"[[0.   7.2  4.23]
 [7.2  0.   6.65]
 [4.23 6.65 0.  ]]";"[[0.   3.32 2.71]
 [3.32 0.   5.22]
 [2.71 5.22 0.  ]]";"[-0.291  0.334  0.493 -0.052 -0.326  0.112  0.323 -0.081  0.095 -0.013
 -0.02 ]";"[-0.973  0.143  0.215 -0.153  0.103  0.032 -0.136 -0.05  -0.054  0.024
  0.072]";1;2;4.981276249015966;[5.24313331];[5.71365821]
[13, 8, 17];[2, 5, 10];1;100.0%;"[[0.   5.5  7.2 ]
 [5.5  0.   5.91]
 [7.2  5.91 0.  ]]";"[[0.   3.32 4.35]
 [3.32 0.   1.25]
 [4.35 1.25 0.  ]]";"[-0.414  0.243  0.263 -0.292 -0.365 -0.009  0.209 -0.187  0.084 -0.062
  0.065]";"[-0.85   0.235  0.446  0.087  0.141  0.154 -0.022  0.056 -0.043  0.072
 -0.013]";1;2;3.1888766102310706;[4.80505213];[5.28835807]
[8, 17, 10];[2, 5, 13];1;100.0%;"[[0.   5.91 3.68]
 [5.91 0.   6.65]
 [3.68 6.65 0.  ]]";"[[0.   3.32 7.86]
 [3.32 0.   5.47]
 [7.86 5.47 0.  ]]";"[-0.75   0.123  0.213 -0.155 -0.188 -0.03   0.101 -0.015  0.134 -0.143
  0.013]";"[-0.514  0.354  0.495 -0.049 -0.036  0.174  0.086 -0.116 -0.093  0.153
  0.039]";1;2;2.605458341753522;[7.28984201];[3.28202287]
[13, 8, 10];[2, 5, 17];1;50.0%;"[[0.   5.5  4.23]
 [5.5  0.   3.68]
 [4.23 3.68 0.  ]]";"[[0.   3.32 2.03]
 [3.32 0.   4.55]
 [2.03 4.55 0.  ]]";"[-0.35   0.528  0.416 -0.556 -0.004  0.004  0.209 -0.128 -0.017 -0.081
  0.021]";"[-0.914 -0.051  0.292  0.352 -0.22   0.14  -0.022 -0.003  0.058  0.092
  0.031]";2;2;7.139441492390276;[4.12876849];[5.72098438]
[13, 17, 5];[2, 8, 10];1;100.0%;"[[0.   7.2  5.47]
 [7.2  0.   4.55]
 [5.47 4.55 0.  ]]";"[[0.   2.71 4.35]
 [2.71 0.   3.68]
 [4.35 3.68 0.  ]]";"[-0.341  0.312  0.55   0.083 -0.376  0.167  0.156 -0.09   0.076  0.078
  0.044]";"[-0.923  0.165  0.158 -0.287  0.152 -0.023  0.031 -0.041 -0.035 -0.068
  0.008]";1;2;5.386578186246877;[5.9725991];[5.36543166]
[17, 5, 10];[2, 8, 13];1;100.0%;"[[0.   4.55 6.65]
 [4.55 0.   1.25]
 [6.65 1.25 0.  ]]";"[[0.   2.71 7.86]
 [2.71 0.   5.5 ]
 [7.86 5.5  0.  ]]";"[-0.677  0.193  0.501  0.219 -0.199  0.147  0.048  0.082  0.126 -0.003
 -0.007]";"[-0.587  0.284  0.208 -0.424 -0.025 -0.003  0.139 -0.212 -0.085  0.013
  0.059]";1;2;4.676299929350618;[8.42577887];[3.34097016]
[13, 5, 10];[2, 8, 17];1;50.0%;"[[0.   5.47 4.23]
 [5.47 0.   1.25]
 [4.23 1.25 0.  ]]";"[[0.   2.71 2.03]
 [2.71 0.   5.91]
 [2.03 5.91 0.  ]]";"[-0.277  0.598  0.704 -0.182 -0.015  0.18   0.156 -0.031 -0.026  0.058
  0.   ]";"[-0.987 -0.121  0.005 -0.023 -0.209 -0.036  0.031 -0.099  0.066 -0.048
  0.051]";2;2;7.708194358579737;[4.52941607];[5.60837789]
